"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"NUMA1",12,2,0.0717965569110095,"no",-0.158932446467844,0.351483845790678,-0.182145034393612,0.132335637682239,8,1,NA,NA,"BRCA_Act","yes",0.0230414746543779,434
"LRP1",13,2,0.0738817224318045,"no",-0.191480848673781,0.237905050191877,-0.355285258296815,0.0705879461581045,8,1,NA,NA,"","yes",0.0414746543778802,434
"PRDM14",8,2,0.0755404552931702,"no",0.040158446870715,0.197255097437612,0.0629510456520581,0.0469192921247458,6,1,NA,NA,"","yes",0.00230414746543779,434
"SMARCC2",10,2,0.0854431966936052,"no",0.0680349379085294,0.0672235750987955,0.0738109128806124,0.0633759463583646,7,2,0.363398316218301,"no","","yes",0.00921658986175115,434
"FRYL",12,2,0.0860401671886579,"no",0.0879967985620262,0.166969472769875,-0.0815893413387884,0.0526381107045386,8,1,NA,NA,"","yes",0.0207373271889401,434
"PLXNB2",12,2,0.0927367931624681,"no",NA,NA,NA,NA,9,0,NA,NA,"","yes",0.00460829493087558,434
"RXRB",10,2,0.094592133839685,"no",0.0566354806378092,0.0753922182244816,-0.00662229985805395,0.036539560179974,7,2,0.548619493174655,"no","","yes",0.00691244239631336,434
"JMJD1C",10,2,0.101534092911145,"no",0.00607378148410515,0.167503229234111,-0.158309727775391,0.114650074460861,8,1,NA,NA,"","yes",0.0207373271889401,434
"ALDH1L1",11,2,0.110641837079924,"no",0.135439067354684,0.134515474306243,-0.00472905591460475,0.0573461724754619,7,2,0.447180345405248,"no","","yes",0.0161290322580645,434
"LRRC10",12,2,0.11129706078734,"no",-0.0416070450174161,0.127514896740306,0.0941636879065575,0.0109622151590375,7,2,0.471500072300403,"no","","no",0.00460829493087558,434
"MYO7B",12,2,0.123062131363786,"no",0.0315021535077913,0.0931826023542196,-0.122900398936102,0.12338770053459,9,0,NA,NA,"","yes",0.0253456221198157,434
"IKZF1",10,2,0.123349515404866,"no",0.0972132646972953,0.115833525048604,-0.0010461877787117,0.100695286539307,8,1,NA,NA,"ALL_ambiguous,AML_ambiguous,AN_ambiguous,CM_ambiguous","yes",0.00230414746543779,434
"BIRC6",13,2,0.124795667451187,"no",-0.0468672107200939,0.181903350772468,-0.13589827203715,0.0384228994389683,8,1,NA,NA,"BLCA_ambiguous,CH_ambiguous,COREAD_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HC_ambiguous,HNSC_ambiguous,MGCT_ambiguous,NHLY_ambiguous,PAAD_ambiguous,PCPG_ambiguous,UCEC_ambiguous","yes",0.032258064516129,434
"FREM2",10,2,0.124963560571579,"no",0.127725292362459,0.152808692553465,-0.125303962818877,0.14525581242659,8,1,NA,NA,"","yes",0.032258064516129,434
"CHD8",9,3,0.130729986335413,"no",-0.0405760079057022,0.147114164820242,-0.0339990280559873,0.160321295615918,7,2,0.520554515969806,"no","","yes",0.0299539170506912,434
"ZFHX4",7,2,0.131547336656623,"no",0.00626746828758249,0.128406870604831,0.102341952973412,0.00869650061981024,6,2,0.287802639177671,"no","","yes",0.0345622119815668,434
"CSMD1",10,5,0.134903874511234,"no",-0.198274690862405,0.100379878881469,-0.415128323067831,0.314740629354403,5,4,0.429810020099499,"no","","yes",0.032258064516129,434
"TLR9",12,2,0.140407762939816,"no",-0.284544159194628,0.185570326270591,-0.471270711894729,0.211120964619925,7,2,0.387491766786067,"no","","yes",0.00691244239631336,434
"PRMT8",9,2,0.166725067606714,"no",-0.072108664758086,0.108757887598426,-0.419439986136618,0.248777520454341,6,2,0.743567803949616,"no","","yes",0.00691244239631336,434
"PTPN13",13,2,0.171285396011495,"no",-0.0997238087736817,0.162965405861966,-0.0624259878606359,0.00931306750214539,8,1,NA,NA,"BRCA_LoF","yes",0.0161290322580645,434
"SVEP1",13,2,0.17312085225113,"no",-0.0846704424729181,0.0415419762840094,-0.161975086662688,0.041899834070132,7,2,0.258250421894718,"no","","yes",0.032258064516129,434
"IVL",11,2,0.180053093126995,"no",-0.0788957814626683,0.0967721496833003,0.0931446367017692,0.0229348194559908,7,0,NA,NA,"","no",0.00921658986175115,434
"ABCC2",13,2,0.181665947794131,"no",-0.0106427423347036,0.102450926820485,-0.0413733883266576,0.13454467368579,8,1,NA,NA,"","yes",0.0161290322580645,434
"COL6A6",10,2,0.182426721644889,"no",-0.0602958078808341,0.143373887022516,-0.197995592513315,0.181668341724112,6,1,NA,NA,"","yes",0.032258064516129,434
"CTBP1",9,2,0.186763281494958,"no",-0.0707293041976633,0.150555225630388,-0.0682824226506405,0.140374052796719,7,1,NA,NA,"","yes",0.00230414746543779,434
"SLC22A3",9,2,0.192009146816009,"no",0.0656281488526477,0.105593186605774,-0.0157890021260714,0.0487514577961404,8,0,NA,NA,"","yes",0.00230414746543779,434
"POLD1",10,2,0.200930310829454,"no",-0.812780543498775,0.763888399657052,-0.737571844433737,0.00463782410287905,8,1,NA,NA,"BRCA_Act","yes",0.0115207373271889,434
"MTMR9",13,2,0.205095392975689,"no",-0.156160488727824,0.300754374779202,-0.349890219459402,0.0980922117973685,8,1,NA,NA,"","yes",0.00460829493087558,434
"LRRN4CL",9,2,0.206456303689378,"no",0.00188555677971277,0.137173455932004,-0.182553450805516,0.048859643472633,7,1,NA,NA,"","yes",NA,434
"COL9A1",11,2,0.212368013465651,"no",-0.203644614889092,0.37627413028402,-0.444155786376957,0.274818194575287,6,2,0.318881452498742,"no","","yes",0.0115207373271889,434
"PKD1",12,2,0.214268924335849,"no",0.157441182213585,0.121239529449982,0.215567481525621,0.0372608971787955,9,0,NA,NA,"","yes",0.00230414746543779,434
"ZNF423",10,2,0.214760565577772,"no",-0.112172892102955,0.242252818160743,-0.181300066222985,0.0364081176445045,8,1,NA,NA,"","yes",0.0138248847926267,434
"BRAF",8,2,0.218657784048284,"no",0.0533897617342157,0.123376602064295,0.0151545278748336,0.0438211057121543,5,2,0.343896680330783,"no","BLCA_Act,BRCA_Act,CLL_Act,CM_Act,COREAD_Act,DLBCL_Act,GBM_Act,HGG_Act,LGG_Act,LUAD_Act,LUSC_Act,MM_Act,NSCLC_Act,OV_Act,PIA_Act,PRAD_Act,RPC_Act,THCA_Act,UCEC_Act","yes",0.00460829493087558,434
"TSPAN4",10,2,0.221402093440589,"no",0.0908976730567961,0.121181755590443,0.0708557408449209,0.0461811584422282,8,1,NA,NA,"","yes",NA,434
"EGFR",10,2,0.227978402408156,"no",-0.0130649600112184,0.114059690224066,-0.19277007427341,0.224537883406928,7,2,0.418988854168624,"no","BRCA_Act,COREAD_Act,GBM_Act,HGG_Act,LGG_Act,LUAD_Act,MM_Act,NSCLC_Act,PIA_Act","yes",0.0115207373271889,434
"NFKBIZ",11,2,0.23555394073146,"no",-0.0419105413508354,0.119175108797918,-0.190697006456229,0.190216356446761,7,1,NA,NA,"","yes",0.00230414746543779,434
"RNF20",10,2,0.254105744306497,"no",-0.679623731097273,0.346009568525089,-0.587498307212547,0.121701444642185,8,1,NA,NA,"","yes",0.00921658986175115,434
"FCGBP",8,2,0.256415775543018,"no",-0.123144938287628,0.256096916825291,0.113597706020172,0.350793469800874,0,0,NA,NA,"","yes",0.0645161290322581,434
"ARHGEF40",9,2,0.262231011239882,"no",-0.0331277579611539,0.106874843902119,-0.0386754191203855,0.0506398165428742,7,1,NA,NA,"","yes",0.00691244239631336,434
"ARAP3",12,3,0.264347016417171,"no",-0.0541155133276021,0.188070300766343,-0.298111389974705,0.165655255366478,7,2,0.324752658324045,"no","","yes",0.00691244239631336,434
"JMJD4",9,2,0.276999431659806,"no",0.0164581257720272,0.130536680540343,-0.0835630591793112,0.0354970201917218,8,0,NA,NA,"","yes",0.00230414746543779,434
"DOCK10",10,2,0.289636657820898,"no",0.0119470902159185,0.156262010492969,0.050576115309143,0.200582785199911,8,1,NA,NA,"","yes",0.0230414746543779,434
"PLEKHG4",10,2,0.289990934718676,"no",-0.0691331612795068,0.161634923166651,0.0171559127466495,0.0204308717537764,8,1,NA,NA,"","yes",0.00921658986175115,434
"ZFP36L2",10,2,0.296968092949018,"no",-0.0365104395397313,0.060775176062405,-0.0527055333540234,0.0247198667375826,8,1,NA,NA,"","yes",0,434
"KIAA2018",10,2,0.300193069145834,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.0115207373271889,434
"MARCKS",10,3,0.312467733408011,"no",-0.00591480198784504,0.084174357278603,-0.0304487862418984,0.0110871049244041,6,2,0.312742091074423,"no","","yes",NA,434
"EPHB4",12,2,0.31603537295063,"no",-0.00190306600584648,0.156071708631813,-0.0246863538037019,0.0216292275696083,8,1,NA,NA,"","yes",0.0115207373271889,434
"SNAPC4",10,2,0.319146790826746,"no",0.0539023735613984,0.122290839270002,-0.0074422997643563,0.0539765854046267,9,0,NA,NA,"","yes",NA,434
"TTF1",10,2,0.324528596555431,"no",-0.304679940529994,0.380584496070554,-0.273370389871516,0.309321083481996,8,1,NA,NA,"","yes",0.0115207373271889,434
"PIK3CB",10,2,0.331343550275624,"no",0.0387865341734759,0.0779620955521785,-0.0381355608885196,0.127683778034533,6,1,NA,NA,"BLCA_Act,GBM_Act,PRAD_Act","yes",0.0184331797235023,434
"PDZRN4",10,2,0.336598189757487,"no",-0.0528426684734613,0.185695931440323,-0.0136965694738016,0.0433333471483267,9,0,NA,NA,"","yes",0.0138248847926267,434
"TEP1",9,2,0.346469495453546,"no",-0.0236505406727307,0.1059316308835,-0.0753987272511059,0.0720454533259881,6,2,0.571327512695621,"no","","yes",0.0253456221198157,434
"ACVR1B",10,2,0.347787180608737,"no",-0.014423004635199,0.146607739788403,-0.15611005823881,0.0526381925798725,8,1,NA,NA,"","yes",0.00230414746543779,434
"OBSCN",7,3,0.35300660320572,"no",0.030065306782494,0.0494108760670786,0.111593857885223,0.0564682925609951,5,2,0.522569951456149,"no","","yes",0.0391705069124424,434
"PKHD1",9,3,0.356190270564491,"no",-0.0299053771071152,0.157828015182055,-0.141969689375596,0.0976922101560077,6,2,0.24659439553421,"no","","yes",0.0391705069124424,434
"KMT2C",8,2,0.356901280846268,"no",-0.00166940340858675,0.105950875371798,-0.0691156588607396,0.118499184145441,7,1,NA,NA,"ACY_LoF,AML_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,EWS_LoF,HC_LoF,HNSC_LoF,LUAD_LoF,LUSC_LoF,MBL_LoF,NSPH_LoF,OV_LoF,PAAD_LoF,PAIS_LoF,PCPG_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RPC_LoF,SCLC_LoF,SG_LoF,SSCC_LoF,ST_LoF,THCA_LoF,UCEC_LoF,VV_LoF","yes",0.0622119815668203,434
"FAT3",7,5,0.36145316771788,"no",0.133932706372068,0.0878952131013839,0.0778077807461834,0.233401948541884,0,0,NA,NA,"BCNET_ambiguous,BRCA_ambiguous,CLL_ambiguous,CM_ambiguous,COREAD_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HNSC_ambiguous,LUSC_ambiguous,PAAD_ambiguous,PRAD_ambiguous,SBCC_ambiguous,ST_ambiguous,THCA_ambiguous","yes",0.0668202764976959,434
"BRWD1",9,2,0.382138756986395,"no",0.0182367927219392,0.0958806988917942,-0.028209417698166,0.097877432760117,8,1,NA,NA,"","yes",0.0184331797235023,434
"ATP8A2",10,2,0.384888746826771,"no",0.00681228439282778,0.223895451819176,0.0368752595618814,0.0116972418282059,7,0,NA,NA,"","yes",0.0161290322580645,434
"LRP5",11,3,0.398821280946922,"no",-0.00207997100073468,0.0842445445768261,-9.53670205833035e-05,0.150611334791408,7,1,NA,NA,"","yes",0.0115207373271889,434
"DPY19L3",7,2,0.401230488693074,"no",-0.209765017215793,0.392547417336966,-0.402052338489655,0.00390625806887146,7,1,NA,NA,"","yes",0.00460829493087558,434
"ANK2",9,3,0.411075035004861,"no",-0.0285662904790455,0.126172768435244,0.0222182035948157,0.064890813505508,7,2,0.396548964007145,"no","","yes",0.0368663594470046,434
"FN1",10,2,0.423947616284759,"no",-0.138736347679351,0.363554651410992,-0.294050775429562,0.0342351932285635,7,2,0.283938826751383,"no","LUSC_LoF","yes",0.0184331797235023,434
"LAMA5",5,3,0.425867073865318,"no",-0.0610830015642124,0.137436193916233,-0.164057533899085,0.278635183226635,3,1,NA,NA,"","yes",0.00691244239631336,434
"SMURF1",9,2,0.428854761983148,"no",-0.210002011807357,0.196448676937932,-0.120581252185107,0.101641537669673,8,1,NA,NA,"","yes",0.0115207373271889,434
"MYOM2",10,2,0.42967188871899,"no",0.0684433890900587,0.0704213901053962,0.152550501786535,0.108557099146699,9,0,NA,NA,"","yes",0.0207373271889401,434
"GMIP",12,2,0.43512092268401,"no",0.00109068000024336,0.0753044377145007,-0.1183452534942,0.0679672198569213,8,1,NA,NA,"","yes",0.00230414746543779,434
"SIM1",9,2,0.437807921501768,"no",-0.178673062518923,0.186839748438909,-0.281606181617599,0.104894386892818,8,1,NA,NA,"","yes",0.00691244239631336,434
"CACNA1H",9,3,0.440901976205139,"no",0.0816689568949856,0.0578638149470471,0.202964548636151,0.153191351383557,8,1,NA,NA,"","yes",0.00460829493087558,434
"CFH",12,2,0.453289759176608,"no",-0.00331030002257885,0.128949044704784,-0.0626580303285489,0.0201786003243852,7,1,NA,NA,"","yes",0.0207373271889401,434
"PRKG2",13,2,0.453933064095922,"no",-0.0512298749091833,0.208862758606502,-0.124647772919554,0.084226327281016,9,0,NA,NA,"","yes",0.00460829493087558,434
"ATP13A5",9,2,0.462391453301318,"no",0.0462304467983914,0.0937005668109734,0.0519240519877646,0.0863005867691244,5,1,NA,NA,"","yes",0.00460829493087558,434
"TFAP2D",10,2,0.468053871978869,"no",0.0709824043788784,0.115065594346143,0.151234607405001,0.020947729814322,8,1,NA,NA,"","no",0.0161290322580645,434
"CHRM2",11,2,0.470132057485262,"no",0.109744717719352,0.0914601265619705,0.0970876966394978,0.0376006799436032,7,1,NA,NA,"","yes",0.0138248847926267,434
"UTRN",10,2,0.480025083130565,"no",-0.00224529067656118,0.16029259083605,-0.000266111961672501,0.0596998800883875,6,2,0.567740791608993,"no","","yes",0.0184331797235023,434
"CDH15",9,2,0.484014968803768,"no",-0.085923392216108,0.133353503875665,-0.0784497131188547,0.0486974384124624,8,1,NA,NA,"","yes",0.00460829493087558,434
"CR1",8,2,0.484108212168275,"no",-0.0223187292879613,0.201843843991308,-0.0440813014222573,0.0597216848856457,4,1,NA,NA,"AML_ambiguous,MM_ambiguous","yes",0.00921658986175115,434
"GLI3",8,3,0.485697812269692,"no",-0.0884072597880469,0.0855644420233099,-0.315526955154912,0.173555256457705,6,2,0.508542479283729,"no","","yes",0.0115207373271889,434
"ATP7B",12,2,0.496674216975485,"no",-0.110876840375618,0.147917727794763,-0.185269931502116,0.0974708591794727,8,1,NA,NA,"","yes",0.00691244239631336,434
"KIF21A",10,2,0.499196611125501,"no",-0.0989741245986949,0.176114081584532,-0.0650370825550025,0.165682933985779,9,0,NA,NA,"","yes",0.0184331797235023,434
"HCAR2",12,2,0.505672557272277,"no",0.0233662943007943,0.147292616159804,0.162035456783448,0.0851122081580556,8,1,NA,NA,"","yes",0.00230414746543779,434
"SCARA3",13,2,0.508301348940561,"no",0.057196604537246,0.11035349763627,0.0990394979488115,0.0584025890162765,8,1,NA,NA,"","yes",0.00460829493087558,434
"ARHGEF5",8,2,0.517737494503951,"no",0.0503598133667256,0.245023554251866,-0.0905688416502081,0.17060632516836,6,1,NA,NA,"","yes",0.00230414746543779,434
"SPEN",9,2,0.518741548258207,"no",-0.142753823665452,0.20377383378384,-0.0974508542990327,0.0906436024621993,7,2,0.380961981155275,"no","BRCA_ambiguous,CESC_ambiguous,CLL_ambiguous,DLBCL_ambiguous,NSPH_ambiguous,PAAD_ambiguous,PRAD_ambiguous,RCCC_ambiguous,SG_ambiguous","yes",0.0552995391705069,434
"RREB1",10,2,0.522916264977752,"no",-0.226788586270533,0.289181739999016,-0.222732781319289,0.028238305753255,8,1,NA,NA,"","yes",0.0207373271889401,434
"KCNQ5",10,2,0.526206184097695,"no",-0.0460392402074131,0.160617642340119,-0.0140866671592723,0.00348766461368635,5,2,0.296393098304453,"no","","yes",0.0207373271889401,434
"AATK",9,3,0.532291138494805,"no",-0.024986562141157,0.150373362634836,0.147084251551672,0.101027698244001,5,2,0.362827419307338,"no","","yes",0,434
"UBR5",9,2,0.533231341420749,"no",-0.373493835637824,0.109636916968295,-0.488667197842204,0.287854401200806,7,1,NA,NA,"CM_ambiguous,DLBCL_ambiguous,MM_ambiguous,RCH_ambiguous","yes",0.0276497695852535,434
"PRDM10",9,2,0.534009344028165,"no",-0.143068261241787,0.156299086970243,-0.0763962548497572,0.119085584918856,9,0,NA,NA,"","yes",0.00691244239631336,434
"PIP4K2B",11,2,0.548119962414606,"no",0.109778096779271,0.148394351968798,0.0733149047247421,0.0101357464866168,7,2,0.214698256053468,"no","","yes",0.00691244239631336,434
"MEOX2",10,2,0.550101876590601,"no",-0.0189405577851942,0.0832834901850915,-0.00859020935218055,0.0326148321764159,8,1,NA,NA,"","yes",0,434
"KIAA1239",10,2,0.555055558158729,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,NA,434
"HIVEP3",10,3,0.561619825061636,"no",-0.0266940471210863,0.126075202647622,-0.0315618279460542,0.0684723776189535,6,2,0.362853226590575,"no","","yes",0.043778801843318,434
"RPAP1",11,2,0.573286152898525,"no",-0.144258213069865,0.109962984257961,-0.474248145495211,0.13621585478547,7,1,NA,NA,"","yes",0.0138248847926267,434
"TET3",9,3,0.584665860000358,"no",-0.014387388256818,0.0674786107787694,-0.0673518645862005,0.0859884006126061,8,1,NA,NA,"","yes",0.0138248847926267,434
"CDYL",9,2,0.593019222519622,"no",-0.108373193891234,0.0997341481442486,-0.0270062076296718,0.0774613315062642,8,0,NA,NA,"","yes",0.00460829493087558,434
"COL24A1",12,2,0.597043184125576,"no",0.141079435343502,0.107076298657164,0.0957793153441028,0.0378855867993512,6,2,0.24465696301395,"no","","yes",0.00691244239631336,434
"PXDN",11,2,0.604394177390639,"no",0.00944653049241527,0.07917069836498,0.0934938074852959,0.0429399577163931,6,2,0.458200428296948,"no","","yes",0.0115207373271889,434
"LRP2",9,2,0.606681952167272,"no",-0.0753759690174106,0.132584066958947,0.131199151558522,0.0509048920609875,7,0,NA,NA,"","yes",0.0483870967741935,434
"SETD1A",10,2,0.607733336365476,"no",-0.182530635429823,0.195775665604964,-0.264695189834321,0.234561181218225,9,0,NA,NA,"","yes",0.0161290322580645,434
"ARID5B",10,2,0.608052758175807,"no",-0.148533938856637,0.131793088325279,-0.454249149219848,0.330524784048824,8,1,NA,NA,"","yes",0.00691244239631336,434
"EPB41L3",13,2,0.613898840819121,"no",0.00161349577522913,0.0848173289664135,0.0307857661687048,0.0444504241664305,7,2,0.392856320441929,"no","","yes",0.0161290322580645,434
"OTX1",9,2,0.619926787049068,"no",0.0981287897643272,0.0525687443680175,-0.107189930631407,0.139063294534356,8,0,NA,NA,"","yes",0,434
"AQP11",9,2,0.620083930020689,"no",0.0558867333973622,0.139311010429805,-0.177784426031859,0.141608016406077,7,0,NA,NA,"","yes",0.00230414746543779,434
"PHGDH",10,2,0.624845330535224,"no",-0.33105366348694,0.355069637768929,0.110870592754463,0.393165779090889,8,1,NA,NA,"","yes",0.00460829493087558,434
"COL6A5",12,2,0.625763301620861,"no",-0.0109050450429251,0.0963635178565329,-0.0474217386562482,0.010241495844404,0,0,NA,NA,"","yes",0.0138248847926267,434
"RANBP2",9,2,0.626885197874426,"no",-0.702548438065651,0.0774924430635421,-0.552519377711929,0.02185143672712,7,1,NA,NA,"HC_LoF,NB_LoF,NSPH_LoF,PCPG_LoF,PRAD_LoF,RCCC_LoF","yes",0.0161290322580645,434
"PAPPA2",8,4,0.629159636373354,"no",0.0774279605680415,0.234173869491896,0.109771059133153,0.0900697151943292,6,2,0.200199928179829,"no","","yes",0.0184331797235023,434
"ATP13A3",9,2,0.633696131735055,"no",-0.124114565367845,0.0705506047185059,-0.0260592105391453,0.0618511906817562,6,0,NA,NA,"","yes",0.00921658986175115,434
"ACVRL1",9,3,0.635545584507154,"no",-0.0635189003035405,0.100511502595753,-0.0626009075064523,0.0749356825127481,8,1,NA,NA,"","yes",0.00691244239631336,434
"RGPD3",9,2,0.640862909444756,"no",-0.741697734500393,0.407616606289181,-0.353154991040287,0.325335996912218,8,0,NA,NA,"CM_ambiguous,THCA_ambiguous","yes",0.00691244239631336,434
"SMARCA4",10,2,0.641395232175399,"no",-0.344690480380482,0.625490031593069,-0.374815264502977,0.265488296625214,8,1,NA,NA,"BLCA_LoF,BLY_LoF,COREAD_LoF,ESCA_LoF,HC_LoF,HNSC_LoF,LGG_LoF,LUAD_LoF,MBL_LoF,NHLY_LoF,NSCLC_LoF,PAAD_LoF,PIA_LoF,RPC_LoF,THYM_LoF","yes",0.0207373271889401,434
"KALRN",9,2,0.648546553445883,"no",0.0539195103595785,0.114598237046065,-0.00774777280868925,0.0831088273451837,6,2,0.302578247987577,"no","","yes",0.0207373271889401,434
"KIF1B",10,2,0.650043681758955,"no",0.0088907267306977,0.154121135664142,0.043042643421451,0.0388838448272773,7,1,NA,NA,"","yes",0.00921658986175115,434
"NCOA2",8,2,0.650811706289361,"no",-0.0967531871536511,0.0932249374258784,-0.13193300870036,0.107990435499978,6,1,NA,NA,"LUAD_Act,LUSC_Act","yes",0.0184331797235023,434
"COL6A3",13,2,0.651253817028903,"no",-0.123735829861321,0.139906823925979,-0.0999069923676823,0.0149532129395917,8,1,NA,NA,"","yes",0.0391705069124424,434
"ABCG5",12,2,0.661751218202565,"no",0.0542292526765826,0.177112101426437,-0.0560823883607726,0.105568407231385,7,2,0.505578497842966,"no","","yes",0.00230414746543779,434
"BNC1",10,2,0.663336403275149,"no",-0.0189887701355319,0.0856702049380977,-0.127393480461126,0.0628249960968056,8,1,NA,NA,"","yes",0.0161290322580645,434
"DNAH5",8,3,0.663494475978647,"no",-0.0077505626889349,0.223190348046928,-0.303734137342539,0.212671148407494,6,2,0.623838014432416,"no","","yes",0.0506912442396313,434
"VCAN",11,3,0.663538112836427,"no",-0.0912690229975263,0.201150280079731,0.0267661168735616,0.235008458534584,8,1,NA,NA,"","yes",0.043778801843318,434
"EPOR",13,2,0.668493013667723,"no",-0.110391386628898,0.072230050816845,-0.0033197534864023,0.0898042911122344,7,2,0.467014064822159,"no","","yes",0.00691244239631336,434
"DOCK2",10,2,0.678222054456661,"no",0.0784212085412356,0.247835858848069,0.171633191863835,0.0635289161289275,8,1,NA,NA,"","yes",0.0299539170506912,434
"TPX2",8,2,0.680749548855342,"no",-0.974130911535211,0.558827713931157,-0.830401945802894,0.260993432578826,8,1,NA,NA,"","yes",0.00230414746543779,434
"CASC5",13,2,0.687801911368218,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.00921658986175115,434
"PPARGC1A",10,2,0.688954319161451,"no",-0.0402494443970411,0.0404482946602783,-0.0763428689157831,0.0307394732348939,9,0,NA,NA,"","yes",0.00921658986175115,434
"PDE1C",12,2,0.703599853834869,"no",-0.0299683031066038,0.103592955090473,-0.052958010124904,0.0089260640188004,7,1,NA,NA,"","yes",0.0207373271889401,434
"MUC12",12,2,0.711812644962713,"no",-0.139428782057734,0.147562441211095,-0.276557597277736,0.0410855472715375,8,1,NA,NA,"","yes",NA,434
"ITGA6",11,2,0.712025009334577,"no",-0.0160224976315549,0.182739020410529,-0.114447785226306,0.00859631697159401,6,1,NA,NA,"","yes",0.0115207373271889,434
