"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"TBC1D9",8,2,0.334979839700803,"no",0.0297713305221319,0.106713275410731,0.0252480385300106,0.0893227012906344,7,2,0.304401641866796,"no","","yes",0.0203252032520325,492
"ZNF33A",8,2,0.341500605931763,"no",0.0009835036679934,0.147236272083594,-0.0918694492851304,0.0637517163151566,8,1,NA,NA,"","yes",0.0467479674796748,492
"DGKZ",8,2,0.350377922842326,"no",-0.123527170242119,0.147794416646863,-0.162168868488742,0.125601705926961,7,2,0.369120698712399,"no","","yes",0.00813008130081301,492
"ARHGAP27",8,2,0.352160302629971,"no",-0.0337046081176856,0.0681132912010537,0.0543746932692084,0.0149364170583289,7,2,0.250736345003116,"no","","yes",0.0040650406504065,492
"PRMT7",8,2,0.352207251566482,"no",-0.483818221466521,0.350012157399866,-0.471695503101891,0.125571647037722,8,1,NA,NA,"","yes",0.0121951219512195,492
"GRIN2B",6,3,0.354466209229575,"no",-0.113131084716597,0.134296962613637,-0.233322821763189,0.0577265373564105,5,3,0.945267538176592,"no","","yes",0.0772357723577236,492
"KLF15",8,2,0.357086438174982,"no",0.0682769476519735,0.0802996893382306,0.055638807549925,0.0219087994081337,7,2,0.173689658700316,"no","","yes",0.0121951219512195,492
"OR11L1",8,2,0.366692760493145,"no",0.043897367235494,0.0357228463123974,-0.0433305297041093,0.105274524801046,7,2,0.605966205067011,"no","","no",0.040650406504065,492
"VSTM1",8,2,0.367010232740726,"no",-0.04412223773977,0.163340839920655,0.0219259002304084,0.111777893751189,7,2,0.356906072410436,"no","","yes",0.0121951219512195,492
"FRY",8,2,0.374049499878277,"no",-0.00281809774919737,0.082834313872729,-0.330013385188453,0.0393339590447855,7,2,0.685363869902128,"no","","yes",0.0589430894308943,492
"PSG6",8,2,0.376784446516414,"no",0.182607159069039,0.177284178930369,0.265225442553274,0.039076327797461,7,2,0.357782095835148,"no","","no",0.0101626016260163,492
"PKHD1L1",8,2,0.384768666217648,"no",0.0264511394801706,0.0823758137707944,0.0075189898940408,0.03926781205122,7,2,0.213747096549755,"no","","yes",0.158536585365854,492
"MAPKAP1",8,2,0.386736354170727,"no",-0.016842841520888,0.141587063420665,0.0421175673690881,0.0435472775927063,7,2,0.516222501910274,"no","","yes",0.0142276422764228,492
"MSH4",8,2,0.40715830197212,"no",0.124458445046988,0.103771316858959,0.148286946443055,0.037505257846716,7,2,0.477859701292573,"no","","yes",0.0447154471544715,492
"LRP1B",5,4,0.410796309188548,"no",0.0667629637004958,0.0435761443236464,0.0368664517724841,0.0933420262206298,5,3,0.460550788958841,"no","AML_LoF,AN_LoF,BRCA_LoF,CH_LoF,CLL_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HNSC_LoF,LUAD_LoF,LUSC_LoF,MBL_LoF,MGCT_LoF,MM_LoF,NB_LoF,NSCLC_LoF,OS_LoF,OV_LoF,PAAD_LoF,PRAD_LoF,RCCC_LoF,RHBDS_LoF,SBCC_LoF,SCLC_LoF,ST_LoF,THCA_LoF,UCS_LoF,UVM_LoF","yes",0.292682926829268,492
"GABRG2",8,2,0.412668280911069,"no",-0.0424029851597769,0.0847927163124555,0.0293838612790712,0.0512448212848556,7,2,0.659349604446688,"no","","yes",0.0304878048780488,492
"LRRC15",4,2,0.417094085253616,"no",-0.059113121063966,0.391791221795269,-0.287956756972755,0.086449992575707,4,2,0.402801752418175,"no","","yes",0.016260162601626,492
"DUSP27",6,3,0.433227917845585,"no",0.11855481212003,0.0920437792213993,0.0577758503252968,0.0896660656536881,5,3,0.809976300200165,"no","","yes",0.0650406504065041,492
"PLXND1",6,4,0.451538774470391,"no",0.0177314505915959,0.108886519318579,-0.0448535790669776,0.224116171596386,5,4,0.491973920104425,"no","","yes",0.0264227642276423,492
"ACAN",8,2,0.451825933680459,"no",0.121834873313222,0.124346544687269,0.103555660227547,0.134611005258736,7,2,0.439160565933273,"no","","yes",0.0589430894308943,492
"KMT2C",6,3,0.474788032019103,"no",-0.0123487567733951,0.0893074152480025,0.00928332449028178,0.146830955837757,5,3,0.543215057826195,"no","ACY_LoF,AML_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CM_LoF,COREAD_LoF,ESCA_LoF,EWS_LoF,HC_LoF,HNSC_LoF,LUAD_LoF,LUSC_LoF,MBL_LoF,NSPH_LoF,OV_LoF,PAAD_LoF,PAIS_LoF,PCPG_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RPC_LoF,SCLC_LoF,SG_LoF,SSCC_LoF,ST_LoF,THCA_LoF,UCEC_LoF,VV_LoF","yes",0.0792682926829268,492
"SIGLEC12",8,2,0.484236648952359,"no",-0.0128511383789136,0.0838808448550864,0.054465829249937,0.0024391444803252,8,1,NA,NA,"","yes",0.0304878048780488,492
"COL6A6",7,3,0.484660510555652,"no",-0.0780538916161505,0.0803485032421941,-0.0766592129801812,0.195243637143502,6,3,0.136150020012751,"no","","yes",0.0833333333333333,492
"CSMD1",4,3,0.485292374535789,"no",-0.0762098369017172,0.162091792981149,-0.036819748207144,0.0961180339379634,3,3,0.433377239182207,"no","","yes",0.136178861788618,492
"PROKR1",8,2,0.494895878545572,"no",0.0474054184469788,0.0936708861434604,0.0313851704646777,0.0503403887032564,7,2,0.717395826832161,"no","","yes",0.00609756097560976,492
"KDM4C",5,2,0.495800921665508,"no",-0.0811304965292105,0.0299585505886805,-0.0476687083387705,0.0238047553805748,5,2,0.542757591216147,"no","","yes",0.0121951219512195,492
"GRID2",7,3,0.505071891273484,"no",-0.0041475560356314,0.167264985176332,-0.031312510145296,0.0634902629519851,6,3,0.788221193229873,"no","","yes",0.0813008130081301,492
"IRX1",6,3,0.507872041457019,"no",0.0499368620475351,0.163893716925974,-0.0391940563869458,0.142059689671897,6,2,0.394970693808984,"no","","yes",0.0264227642276423,492
"OR51A4",6,2,0.517018011814608,"no",0.0804489733922905,0.0451848107938176,0.0445439207380669,0.0568919586354541,5,2,0.763715785353051,"no","","no",0.00813008130081301,492
"ZFHX4",6,4,0.520057989936505,"no",0.0725402083293019,0.128092242736341,0.0695836700632144,0.100976789054879,5,4,0.441239875810369,"no","","yes",0.268292682926829,492
"ADAMTS20",7,2,0.526942038406817,"no",0.0588847509732906,0.133776021280131,-0.0676485489002194,0.00892724773163035,6,2,0.184247122579159,"no","","yes",0.0934959349593496,492
"SIK3",7,2,0.55102109810704,"no",-0.0639624401654329,0.256565803048413,-0.188035256364326,0.04188339732576,6,2,0.27879359490282,"no","","yes",0.0203252032520325,492
"TAF4B",8,2,0.551332080634451,"no",-0.0835603990448906,0.164621299532821,-0.145369582403688,0.0596578378771327,7,2,0.447059273431883,"no","","yes",0.0101626016260163,492
"KIF14",7,2,0.552593023330694,"no",-0.309848436912931,0.105766336377901,-0.234994533303255,0.0799547930910785,6,2,0.461916637208398,"no","","yes",0.024390243902439,492
"MYO3A",8,2,0.555237302793753,"no",-0.0602688224179377,0.0903812376216358,-0.141491628687062,0.0438403043672291,8,1,NA,NA,"","yes",0.0609756097560976,492
"PER2",8,2,0.561849909065726,"no",0.0409872194421334,0.0508495362540243,-0.0263440974066521,0.0074341651155505,8,1,NA,NA,"","yes",0.0203252032520325,492
"SCN7A",7,2,0.572448538154369,"no",NA,NA,NA,NA,6,2,0.30764266317193,"no","","yes",0.0589430894308943,492
"PAPPA",8,2,0.575317329742865,"no",NA,NA,NA,NA,7,2,0.784424109281633,"no","","yes",0.040650406504065,492
"LRRK1",8,2,0.576623012668456,"no",-0.0464271768786761,0.142387768548319,0.00231050741780308,0.00891079586054502,7,2,0.35810603083148,"no","","yes",0.0284552845528455,492
"MYLK4",6,2,0.576933484828666,"no",0.00414598540121875,0.127730922243389,-0.0305699194234665,0.1784734878674,5,2,0.444526326564506,"no","","yes",0.00813008130081301,492
"MTMR3",8,2,0.581260140324332,"no",-0.0101285603962814,0.113761178943809,0.0419098345940137,0.0138919036258041,8,1,NA,NA,"","yes",0.016260162601626,492
"SERGEF",7,2,0.584956096158787,"no",0.0521618894621583,0.0769662509186792,-0.039161499813138,0.22393238085219,6,2,0.0893498514400669,"no","","yes",0.00609756097560976,492
"NWD1",7,3,0.590814082469318,"no",-0.0128367880658518,0.0974191068627491,0.0697025268605252,0.100349476444308,6,3,0.426723372596885,"no","","yes",0.024390243902439,492
"GABRG1",7,2,0.595535185979507,"no",0.00500467409611655,0.0448984813836074,0.0951029965803993,0.0573241431006938,6,2,0.73748330705434,"no","","no",0.0548780487804878,492
"RANBP2",6,4,0.598470315328589,"no",-0.618371875557155,0.0916344881651182,-0.671482329324084,0.25551343055437,5,4,0.608005917425624,"no","HC_LoF,NB_LoF,NSPH_LoF,PCPG_LoF,PRAD_LoF,RCCC_LoF","yes",0.0508130081300813,492
"MACF1",7,2,0.60237843263485,"no",-0.0138299998574193,0.152960082530027,0.0460668649222268,0.0624519624024182,6,2,0.290659329659622,"no","","yes",0.0894308943089431,492
"GABRA2",5,3,0.603503386610712,"no",-0.0347578706932352,0.136392505335631,0.0760538419624482,0.0934112192226855,4,3,0.272707080939314,"no","","yes",0.0528455284552846,492
"NEUROD4",8,2,0.609756422508165,"no",-0.015800011900626,0.124258743552809,-0.0339834034367293,0.0794606076032097,7,2,0.637616316182779,"no","","no",0.0203252032520325,492
"ABCC11",6,3,0.610503889963083,"no",-0.0757797325444562,0.111005083415478,-0.181547348452514,0.163161419473198,5,3,0.224059490021362,"no","","yes",0.040650406504065,492
"ACACB",8,2,0.611842481094225,"no",-0.0497648843538917,0.0989810982213209,-0.0479427936375545,0.0458582792691698,7,2,0.378242958021743,"no","","yes",0.0609756097560976,492
"ZNF638",8,2,0.61331206745217,"no",-0.0712867800078814,0.294540574187269,-0.168555195442165,0.043789734385875,7,2,0.772159227991621,"no","","yes",0.0365853658536585,492
"NFE2L2",8,2,0.618321889467532,"no",-0.168538749607516,0.20261648715252,-0.30664824638761,0.358573756185791,7,2,0.396116359897213,"no","BLCA_Act,CESC_Act,ESCA_Act,HC_Act,HNSC_Act,LUSC_Act,RPC_Act,UCEC_Act","yes",0.134146341463415,492
"CREBBP",8,2,0.619511006626115,"no",0.07595708804288,0.322471298461253,0.10408442973426,0.162834295977958,7,2,0.436285058845051,"no","ALL_LoF,BLCA_LoF,BRCA_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,HC_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,NHLY_LoF,PAIS_LoF,PIA_LoF,SBCC_LoF,SCLC_LoF,SG_LoF,VV_LoF","yes",0.0528455284552846,492
"PLOD2",7,2,0.627313742908943,"no",-0.0528369462213076,0.216673804945104,-0.031006754362468,0.132672707325523,7,1,NA,NA,"","yes",0.0203252032520325,492
"ABCC1",7,3,0.631161848882842,"no",0.109036570054532,0.0870065232828607,0.123770073166562,0.0810439453657736,7,2,0.0391066999935612,"no","","yes",0.0182926829268293,492
"COL7A1",5,4,0.642043201623304,"no",0.119631952092038,0.049330231144446,0.115688164838512,0.134237900747066,4,4,0.68371843896239,"no","","yes",0.0203252032520325,492
"SPEN",8,2,0.646759301306488,"no",0.148855707995911,0.0890614733043217,-0.0133257345320233,0.00427877214059672,7,2,0.543543729464032,"no","BRCA_ambiguous,CESC_ambiguous,CLL_ambiguous,DLBCL_ambiguous,NSPH_ambiguous,PAAD_ambiguous,PRAD_ambiguous,RCCC_ambiguous,SG_ambiguous","yes",0.0365853658536585,492
"KIF21B",8,2,0.665910472223355,"no",-0.082068068645691,0.137597582726277,-0.0927862694651606,0.0424179358720124,7,2,0.639833684765407,"no","","yes",0.0365853658536585,492
"MGA",7,3,0.669918920190835,"no",-0.165006321447891,0.139919574110456,-0.122527993572497,0.029452213698315,7,2,0.512214154942357,"no","CLL_LoF,LUAD_LoF","yes",0.0284552845528455,492
"NPTX1",8,2,0.680403918544283,"no",-0.154436340382794,0.141798544406042,-0.135117711793448,0.0734645397412597,8,1,NA,NA,"","yes",0.00813008130081301,492
"COL3A1",8,2,0.685376396199316,"no",0.0381190783177879,0.0795244828867294,0.0292274040502239,0.060474317002383,7,2,0.309086789503277,"no","","yes",0.0630081300813008,492
"ZFHX2",7,3,0.685654916863765,"no",-0.00861484144812219,0.143564674933847,0.0210696495094903,0.0529190004332213,6,3,0.760453264777467,"no","","yes",NA,492
"WNT5A",7,2,0.685734564072006,"no",0.0715241818481434,0.134013691452625,0.0658560568057357,0.0854949803547583,6,2,0.430879034967249,"no","","yes",0.00609756097560976,492
"AVPR1B",8,2,0.691297139756873,"no",0.0069642383727225,0.276793811101589,-0.0287959415422885,0.167825233466,7,2,0.741533779888675,"no","","no",0.0121951219512195,492
"XKR4",8,2,0.69573937633411,"no",-0.181127506450919,0.0849050824326929,-0.159310427278206,0.0783515266398135,7,2,0.317125740442527,"no","","yes",0.0284552845528455,492
"RASGRP3",7,2,0.722875954731087,"no",0.0714800740091384,0.160121946411728,0.0648554936404483,0.0157272191676185,7,1,NA,NA,"","yes",0.0223577235772358,492
"COL1A1",8,2,0.725086472777629,"no",-0.0108259772882138,0.105704829196658,-0.0417526013312459,0.0012173030349939,8,1,NA,NA,"CESC_Act,CM_Act,GBM_Act,MM_Act,SBCC_Act","yes",0.024390243902439,492
"OR1C1",7,3,0.725747946286421,"no",-0.150802066845375,0.221109888271293,-0.196456046457441,0.102856943946562,6,3,0.678603568348423,"no","","no",0.0426829268292683,492
"DDX19B",8,2,0.729231121615929,"no",-0.839545699516467,0.184031759971608,-1.06181350035314,0.131166245618965,7,2,0.352650905457556,"no","","yes",0.00203252032520325,492
"TEP1",8,2,0.732817591282405,"no",-0.0135703335302672,0.127938840741282,-0.0323994711814649,0.0058676078390591,7,2,0.282327201683555,"no","","yes",0.0284552845528455,492
"NCKAP1L",8,2,0.735952594215663,"no",0.0156753493866679,0.15870369828231,-0.00144431158572905,0.0200398814945488,8,1,NA,NA,"","yes",0.0467479674796748,492
"TLR4",8,2,0.738794673855403,"no",0.0459808229802985,0.212321094764186,-0.148504140266474,0.0658523535400015,7,2,0.574281637981075,"no","","yes",0.0548780487804878,492
"OLFML2B",7,2,0.744838020990378,"no",-0.0736010435376352,0.292964802472893,-0.211403822493037,0.092572842663066,6,2,0.601418037317447,"no","","yes",0.0182926829268293,492
"AGXT2",6,2,0.748998044551763,"no",-0.158476086069233,0.163889911855941,-0.109838464493697,0.124355979365321,6,1,NA,NA,"","no",0.0101626016260163,492
"KIF13A",5,3,0.753374779304791,"no",-0.00611271111828079,0.152936691766394,0.0402266355418085,0.038344224914276,4,3,0.682193155301803,"no","","yes",0.0182926829268293,492
"MARK2",8,2,0.761264970449161,"no",-0.120302893540663,0.0950041489757598,-0.262679900742746,0.00920324799971894,7,2,0.214788958575572,"no","PAAD_ambiguous","yes",0.0182926829268293,492
"PDE11A",8,2,0.76352336640873,"no",-0.149093048722333,0.123218847550046,-0.0487188872619437,0.0305075903645479,7,2,0.500855125840336,"no","","yes",0.0386178861788618,492
"SEMA3D",6,2,0.765048507892605,"no",0.0123731535588942,0.148987665856211,-0.0966182681922521,0.0576432585258009,5,2,0.425100678495797,"no","","yes",0.0284552845528455,492
"NCOA6",6,2,0.766879910655704,"no",-0.681354527997611,0.168930219227793,-0.460175558328983,0.054201664134376,5,2,0.607707681499885,"no","","yes",0.0304878048780488,492
"BNC1",8,2,0.767085559312659,"no",-0.0162708535969731,0.250500765491267,-0.083614407381334,0.028109673439601,7,2,0.393327193420958,"no","","yes",0.016260162601626,492
"ARHGAP30",7,2,0.789002686691622,"no",0.0377547558350978,0.0599211858665245,0.0281649887600222,0.0131633690733515,6,2,0.645379752816673,"no","","yes",0.0182926829268293,492
"OBSCN",6,4,0.794206014645535,"no",0.0194686190827732,0.0789239915852044,0.119364794436547,0.0705403711424101,6,3,0.379497982325789,"no","","yes",0.0894308943089431,492
"USP35",8,2,0.794627352607781,"no",-0.270563092800146,0.146253009474052,-0.156656691956177,0.183710839211525,7,2,0.351703540761147,"no","","yes",0.0101626016260163,492
"NDST4",7,3,0.794921283730551,"no",-0.0715173420931008,0.174908297006196,0.0887845210053095,0.156104403481724,6,3,0.695937302145055,"no","","no",0.0589430894308943,492
